class,x1,x2
3,0.405962018,0.774061802
3,0.476622688,0.746097093
3,0.383975646,0.825431945
3,0.503929444,0.802718599
3,0.433730224,0.777796013
3,0.450999589,0.771007183
3,0.435171943,0.725842977
3,0.373549201,0.696250722
3,0.355341122,0.672635659
3,0.448066915,0.77778997
3,0.426770141,0.873841782
3,0.50397652,0.841228624
3,0.376005002,0.684732685
3,0.384794452,0.578332975
3,0.579640166,0.712653336
3,0.398469936,0.754030467
3,0.455578455,0.687624767
3,0.374147084,0.702848856
3,0.391565852,0.790414154
3,0.487213353,0.719102432
3,0.349125309,0.861463598
3,0.410557175,0.65332783
3,0.400735853,0.736500253
3,0.507293848,0.607148822
3,0.468014548,0.690594587
3,0.43733074,0.811240324
3,0.376087372,0.727440169
3,0.384290252,0.660662746
3,0.444332461,0.680264387
3,0.484349858,0.757225684
3,0.421446993,0.765328764
3,0.386362424,0.662143329
3,0.42827407,0.747524049
3,0.352840033,0.75730535
3,0.362489887,0.687072545
3,0.345130202,0.888228945
3,0.47005625,0.760284751
3,0.454265311,0.761486362
3,0.443952863,0.803932049
3,0.357570142,0.745783944
3,0.360824767,0.658848108
3,0.481861974,0.721484162
3,0.431855409,0.756594104
3,0.373143296,0.84196237
3,0.471802124,0.801882631
3,0.347416903,0.764952709
3,0.443216497,0.839191231
3,0.445556894,0.661071108
3,0.374373445,0.820966392
3,0.498599367,0.761113477
3,0.398865876,0.530187307
3,0.471053408,0.851312785
3,0.574095845,0.687645657
3,0.374599826,0.685559655
3,0.344808222,0.837979258
3,0.403751693,0.663101233
3,0.353364899,0.757687937
3,0.521059787,0.811848848
3,0.397033519,0.938962216
3,0.373903233,0.88701729
3,0.387716831,0.54699701
3,0.452529534,0.792183564
3,0.408284459,0.650804926
3,0.395765504,0.754989699
3,0.426989926,0.667959661
3,0.404819813,0.638518166
3,0.398669888,0.919203839
3,0.426875685,0.582280151
3,0.332873213,0.666772356
3,0.422121501,0.814979264
3,0.536187533,0.6883227
3,0.388713925,0.712284909
3,0.375933439,0.751505967
3,0.436115333,0.671904458
3,0.36568447,0.869011586
3,0.390193293,0.834202636
3,0.399246553,0.736164564
3,0.386596426,0.622868683
3,0.389602615,0.761808094
3,0.350969178,0.740842776
3,0.480765397,0.874629417
3,0.407127639,0.71805127
3,0.442959187,0.745803
3,0.387104769,0.747273384
3,0.408757943,0.609954776
3,0.355727796,0.785565678
3,0.458713083,0.590275279
3,0.569448577,0.752432407
3,0.457606891,0.778114996
3,0.407516577,0.904929821
3,0.319978482,0.696646127
3,0.349306974,0.698893137
3,0.439903603,0.918606568
3,0.450751745,0.759054749
3,0.38121129,0.663840092
3,0.58860759,0.778111027
3,0.57265418,0.811930209
3,0.359946905,0.727635112
3,0.493189085,0.73118517
3,0.349476812,0.82777552
3,0.419672337,0.68197176
3,0.46607368,0.573151985
3,0.426193854,0.725998284
3,0.392379676,0.780305741
3,0.414394115,0.605867467
3,0.409240147,0.640290009
3,0.385619966,0.672228756
3,0.464064679,0.783440597
3,0.334574519,0.758034216
3,0.397468263,0.743078081
3,0.499530709,0.752060572
3,0.464533635,0.606875215
3,0.428187097,0.715687137
3,0.442458469,0.655346026
3,0.514942311,0.871450911
3,0.568343781,0.734502114
3,0.405575599,0.621275659
